"join_id","n","PE_mg_per_g_sample_mean","PE_scaled_mean","PE_ug_per_g_mean","X455_mean","X564_mean","X565_mean","X592_mean","Xred_mean","diff_absorbance_mean","PE_mg_per_g_sample_sd","PE_scaled_sd","PE_ug_per_g_sd","X455_sd","X564_sd","X565_sd","X592_sd","Xred_sd","diff_absorbance_sd","PE_mg_per_g_sample_se","PE_scaled_se","PE_ug_per_g_se","X455_se","X564_se","X565_se","X592_se","Xred_se","diff_absorbance_se","PE_mg_per_g_sample_cv","PE_scaled_cv","PE_ug_per_g_cv","X455_cv","X564_cv","X565_cv","X592_cv","Xred_cv","diff_absorbance_cv","PE_mg_per_g_sample_max_dev_pct","PE_scaled_max_dev_pct","PE_ug_per_g_max_dev_pct","X455_max_dev_pct","X564_max_dev_pct","X565_max_dev_pct","X592_max_dev_pct","Xred_max_dev_pct","diff_absorbance_max_dev_pct","join_ids","avg_sample_weight","replicate_date","replicate_count","Sample Code","Location","variety","Ind_ID","Life Stage","Large Ind?","Type of analysis","Supplement for Carageenan","...10"
"Lab_26",2,1.21023059741404e-07,12.1023059741404,0.002016,0.015,0.025,0.0255,0.0065,32968.5,5e-04,3.3346378999902e-08,3.3346378999902,0.000407293505963452,0.00377123616632826,0.00659966329107445,0.007306770072261,0.00306412938514171,7923.13148319526,0.000707106781186548,2.35794507188474e-08,2.35794507188474,0.000288,0.00266666666666667,0.00466666666666667,0.00516666666666667,0.00216666666666667,5602.5,5e-04,0.275537398171513,0.275537398171513,0.202030508910442,0.251415744421884,0.263986531642978,0.286540002833765,0.471404520791033,0.240324293892511,1.4142135623731,19.4834362717575,19.4834362717575,14.2857142857143,17.7777777777778,18.6666666666667,20.2614379084968,33.3333333333334,16.9934937895264,100,"G08, G09",25.25,"2025-05-12",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_35",3,5.06442028794726e-08,5.06442028794726,0.000848,0.0314444444444444,0.0214444444444444,0.0211111111111111,0.0101111111111111,12388.3333333333,-0.000333333333333334,2.79469498276245e-08,2.79469498276245,0.000453678300120251,0.00283496684937179,0.00447627490632971,0.00429900936047847,0.00134715062810913,4298.86174857175,0.000577350269189626,1.6135179006008e-08,1.6135179006008,0.000261931288699919,0.00163676887362847,0.00258437852213622,0.00248203421152096,0.000777777777777779,2481.94898774688,0.000333333333333334,0.551829197393728,0.551829197393728,0.534997995424824,0.0901579563404457,0.208738208067188,0.203637285496348,0.133234677505298,0.347008885933411,-1.73205080756888,60.8197610844773,60.8197610844773,60.3773584905661,10.2473498233215,23.8341968911917,22.6315789473684,15.3846153846154,37.061751648056,-100,"G10, G11, G12",25.2666666666667,"2025-05-12",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_36",3,3.72489298919576e-08,3.72489298919576,0.000640000000000001,0.092,0.0666666666666667,0.0673333333333333,0.0536666666666667,9165.33333333333,0.000666666666666658,3.94692380409949e-08,3.94692380409948,0.000680658504684986,0.0982768199187038,0.0811931852641177,0.0814616474176652,0.0698880056471304,6481.14568061337,0.000577350269189618,2.27875752076778e-08,2.27875752076778,0.000392978370906085,0.056740148435164,0.0468769073686015,0.0470319040652194,0.0403498588734968,3741.89120335931,0.000333333333333329,1.05960730027621,1.05960730027621,1.06352891357029,1.06822630346417,1.21789777896176,1.20982644679701,1.30226097479125,0.707136930529535,0.866025403784439,121.014621451243,121.014621451243,121.25,123.188405797101,140.5,139.60396039604,150.310559006211,81.6191446028513,100,"H01, H02, H03",25.4666666666667,"2025-05-12",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_37",3,2.46537818143665e-07,24.6537818143665,0.004152,0.0861111111111111,0.0911111111111111,0.0914444444444445,0.0491111111111111,41273.6666666667,0.000333333333333334,7.52302944747834e-08,7.52302944747834,0.00119903961569249,0.0452306844389383,0.0414626114487275,0.0410978957738354,0.0281036441554261,3469.10742602954,0.000577350269189626,4.3434230766231e-08,4.3434230766231,0.000692265844889086,0.026113947836452,0.0239384498812277,0.023727881188151,0.0162256465183447,2002.89010626589,0.000333333333333334,0.305147076587432,0.305147076587432,0.288786034608018,0.52525956122638,0.455077442729936,0.449430208948382,0.572246147961165,0.0840513505632214,1.73205080756888,34.8350355907664,34.8350355907664,32.3699421965318,59.4838709677419,51.8292682926829,51.2758201701093,65.6108597285068,9.65345135316304,200,"H04, H05, H06",25.3333333333333,"2025-05-12",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_38",5,2.15294261967208e-08,2.15294261967208,0.0002544,0.0294666666666667,0.0160666666666667,0.0148666666666667,0.0100666666666667,4023.8,-0.0012,2.10268235661992e-08,2.10268235661992,0.000237951255512552,0.0142236110433009,0.00883616306876338,0.00951198074944319,0.00717015419019083,3332.91594553478,0.00216794833886788,9.40348136898319e-09,0.940348136898319,0.000106415036531498,0.0063609922356675,0.00395165225640561,0.00425388711128487,0.00320659043568433,1490.52532350175,0.000969535971483265,0.97665508472315,0.97665508472315,0.935342985505316,0.482701732238718,0.54996865573216,0.639819332922188,0.712266972535513,0.828300597826627,-1.80662361572323,130.10963669443,130.10963669443,135.849056603774,77.6018099547511,88.7966804979253,104.035874439462,121.854304635762,144.818330930961,-16.6666666666666,"F09, F10, H07, H08, H09",19.18,"Mixed (2025-05-06; 2025-05-12)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_39",5,5.021849130487e-08,5.021849130487,0.0007248,0.0578666666666667,0.0424666666666667,0.0414666666666667,0.0310666666666667,10791,-0.001,2.04933480533166e-08,2.04933480533166,0.000477413028728794,0.0331181387023956,0.0240515649756472,0.0240515649756472,0.0185403463949422,2743.82834740076,0,9.16490386675579e-09,0.916490386675579,0.000213505597116329,0.0148108818853646,0.01075618685016,0.01075618685016,0.00829149497309676,1227.0773406758,0,0.408083706236894,0.408083706236894,0.658682434780345,0.572318065133564,0.566363382472068,0.580021663399851,0.596792265931614,0.254270072041587,0,63.4251319354267,63.4251319354267,83.4437086092716,87.7880184331797,80.5337519623234,82.475884244373,92.0600858369099,35.7983504772496,0,"F11, F12, H10, H11, H12",19.68,"Mixed (2025-05-06; 2025-05-12)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_40",3,2.40918584715941e-08,2.40918584715941,0.000416,0.0328888888888889,0.0182222222222222,0.0182222222222222,0.0102222222222222,8507.33333333333,0,6.77893517358097e-09,0.677893517358097,0.000123158434546725,0.00694688845881803,0.00443888541231959,0.00443888541231959,0.00337199797899856,1669.33789269878,0,3.913820047286e-09,0.3913820047286,7.11055553385248e-05,0.0040107879217289,0.00256279168770462,0.00256279168770462,0.00194682394088169,963.792681718083,0,0.281378673279763,0.281378673279763,0.296053929198859,0.211222959896494,0.24359737018827,0.24359737018827,0.329869367510728,0.19622340248007,NA,28.7208124338788,28.7208124338788,32.6923076923077,22.972972972973,26.8292682926829,26.8292682926829,38.0434782608695,21.8987540161429,-Inf,"A01, A02, A03",25.9,"2025-05-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_41",3,8.58092948717949e-08,8.58092948717949,0.001448,0.0336666666666667,0.0273333333333333,0.0266666666666667,0.0106666666666667,21221.3333333333,-0.000666666666666667,6.48915289831975e-09,0.648915289831975,0.000132181693134867,0.0144683562761405,0.00754983443527075,0.00702376916856849,0.00568624070307733,1187.76554925625,0.000577350269189626,3.74651417265755e-09,0.374651417265755,7.63151361133559e-05,0.00835330939076111,0.00435889894354067,0.00405517502019881,0.0032829526005987,685.756759597259,0.000333333333333334,0.0756229602867032,0.0756229602867032,0.0912856996787755,0.429753156717044,0.27621345494893,0.263391343821318,0.533085065913499,0.0559703544824194,-0.866025403784439,8.16135960407138,8.16135960407138,9.39226519337021,49.5049504950495,29.2682926829268,27.5,59.375,5.66411158582558,-50,"A04, A05, A06",25.3333333333333,"2025-05-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_42",4,4.54306056529093e-08,4.54306056529093,0.000726,0.0256666666666667,0.0169166666666667,0.0166666666666667,0.00716666666666667,13136.25,-0.00025,2.16524709095844e-08,2.16524709095844,0.000433940088030594,0.00576708412104932,0.00468547795893906,0.00511352599955727,0.00291229831601803,2205.04094822145,5e-04,1.08262354547922e-08,1.08262354547922,0.000216970044015297,0.00288354206052466,0.00234273897946953,0.00255676299977863,0.00145614915800902,1102.52047411072,0.00025,0.476605376450618,0.476605376450618,0.597713619876852,0.224691589131792,0.276974066538269,0.306811559973436,0.406367206886237,0.167859240515478,-2,68.9248099250918,68.9248099250918,86.7768595041322,25.974025974026,34.9753694581281,40,53.4883720930233,22.7328956132839,-100,"G08, A07, A08, A09",21.375,"Mixed (2025-05-06; 2025-05-15)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_43",6,1.14176153153569e-07,11.4176153153569,0.001672,0.0639444444444444,0.0542777777777778,0.0532777777777778,0.0344444444444444,28293.6666666667,-0.000999999999999999,8.28439456299044e-08,8.28439456299044,0.00161708478441917,0.0506672880078861,0.0290336331149213,0.0286941083125413,0.0309118220223386,8215.68091720542,0.000632455532033676,3.38208991786897e-08,3.38208991786897,0.000660172098774251,0.0206848337116597,0.0118529310851216,0.0117143206649799,0.0126196984957429,3354.0376894457,0.000258198889747161,0.725580108820777,0.725580108820777,0.967155971542566,0.792364191261467,0.534908286661804,0.538575547054998,0.897439994196928,0.290371729263513,-0.632455532033677,101.990515208377,101.990515208377,135.406698564593,126.759339704605,84.2374616171955,85.8185610010428,146.774193548387,43.2275774319341,-2.38524477946811e-13,"G11, G12, H01, A10, A11, A12",17.4666666666667,"Mixed (2025-05-06; 2025-05-15)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_44",6,8.19729257590724e-08,8.19729257590724,0.001132,0.0322777777777778,0.0274444444444444,0.0274444444444444,0.0144444444444444,23083.6666666667,0,4.01497413105158e-08,4.01497413105158,0.000911673625811342,0.0218422797616271,0.0197435409034805,0.0197435409034805,0.0131024453471127,3717.08252979852,0,1.63910632525844e-08,1.63910632525844,0.000372189199198472,0.0089170733725177,0.00806026682154927,0.00806026682154927,0.00534905091385494,1517.49258830334,0,0.489792708247604,0.489792708247604,0.805365393826274,0.676697135472096,0.719400275835322,0.719400275835322,0.907092370184722,0.161026520763535,NA,68.6307576847227,68.6307576847227,85.1590106007067,132.358003442341,133.198380566802,133.198380566802,176.923076923077,20.7491588569118,-Inf,"H02, H03, H04, B01, B02, B03",17.4333333333333,"Mixed (2025-05-06; 2025-05-15)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_45",4,7.87308707757296e-08,7.87308707757296,0.001332,0.03125,0.02675,0.02575,0.01175,14465.25,-0.000999999999999997,5.58320618071664e-08,5.58320618071664,0.000976753807261584,0.0271625763791941,0.0236320168885819,0.0236320168885819,0.0138413631313297,5622.18259565526,6.93889390390723e-18,2.79160309035832e-08,2.79160309035832,0.000488376903630792,0.0135812881895971,0.011816008444291,0.011816008444291,0.00692068156566485,2811.09129782763,3.46944695195361e-18,0.709150823013351,0.709150823013351,0.733298654100289,0.869202444134212,0.883439883685306,0.917748228682794,1.17798835160253,0.388668194165691,-6.93889390390725e-15,90.1665821708942,90.1665821708942,96.3963963963964,128.266666666667,125.545171339564,130.42071197411,175.177304964539,56.2399543734121,-3.46944695195362e-13,"H06, B04, B05, B06",21.775,"Mixed (2025-05-07; 2025-05-15)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_46",5,4.14604911053835e-08,4.14604911053835,0.0005424,0.0207333333333333,0.0129333333333333,0.0129333333333333,0.00533333333333333,11858,0,2.57345115977661e-08,2.57345115977661,0.000461836334646809,0.0122732772042895,0.00944986772394196,0.00944986772394196,0.00439696865275764,6269.89734099903,0,1.15088234600724e-08,1.15088234600724,0.000206539487749921,0.005488776427098,0.00422610932182309,0.00422610932182309,0.00196638416050035,2803.9833332838,0,0.620699632629884,0.620699632629884,0.851468168596625,0.59195870760239,0.730659875562523,0.730659875562523,0.824431622392058,0.528748299966185,NA,105.846156933547,105.846156933547,143.362831858407,104.180064308682,126.80412371134,126.80412371134,131.25,94.3666722887502,-Inf,"H09, H10, B07, B08, B09",18.34,"Mixed (2025-05-07; 2025-05-15)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_48",4,6.70116526386867e-08,6.70116526386867,0.001056,0.0221666666666667,0.0181666666666667,0.0181666666666667,0.00616666666666667,18986,0,2.32100266659963e-08,2.32100266659963,0.000563872325974595,0.00556110833610764,0.0059472994182545,0.0059472994182545,0.00200923792444724,2718.53036277569,0,1.16050133329981e-08,1.16050133329981,0.000281936162987297,0.00278055416805382,0.00297364970912725,0.00297364970912725,0.00100461896222362,1359.26518138785,0,0.346358069858985,0.346358069858985,0.53397000565776,0.25087706779433,0.327374279903918,0.327374279903918,0.325822366126579,0.143186050920451,NA,45.1816326995886,45.1816326995886,77.2727272727272,30.8270676691729,39.4495412844037,39.4495412844037,45.9459459459459,16.833456230907,-Inf,"H11, B10, B11, B12",21.925,"Mixed (2025-05-07; 2025-05-15)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_49",3,6.13372967586782e-08,6.13372967586782,0.000968,0.0228888888888889,0.0178888888888889,0.0172222222222222,0.00655555555555555,14946.6666666667,-0.000666666666666667,1.032932520481e-08,1.032932520481,0.000140627166649976,0.00126197963240006,0.00269430125621825,0.00245703826527733,0.00211695098702862,711.044536814209,0.000577350269189626,5.96363868754425e-09,0.596363868754425,8.11911325207378e-05,0.000728604280478002,0.00155555555555555,0.00141857170386708,0.00122222222222222,410.521754735496,0.000333333333333334,0.168402028629483,0.168402028629483,0.145275998605347,0.0551350324834979,0.150613113701641,0.142666737983845,0.322924726834875,0.0475721144166509,-0.866025403784439,18.9016118034907,18.9016118034907,16.5289256198347,6.31067961165049,17.3913043478261,16.1290322580645,37.2881355932203,5.29661016949152,-50,"C01, C02, C03",23.7333333333333,"2025-05-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_50",3,1.38444499138567e-08,1.38444499138567,0.000224,0.0206666666666667,0.00866666666666667,0.00833333333333333,0.00333333333333333,4982,-0.000333333333333334,4.88012648376004e-09,0.488012648376004,7.33212111192931e-05,0.00472581562625261,0.00351188458428425,0.003,0.00264575131106459,1292.66791301298,0.000577350269189626,2.81754233907828e-09,0.281754233907828,4.23320209770333e-05,0.00272845092395748,0.00202758751009941,0.00173205080756888,0.00152752523165195,746.322167550836,0.000333333333333334,0.352496958284748,0.352496958284748,0.327326835353987,0.228668498044481,0.405217452032798,0.36,0.793725393319378,0.259467666200919,-1.73205080756888,38.8159999999998,38.8159999999998,35.7142857142856,25.8064516129032,42.3076923076923,36,90.0000000000001,29.0311789107453,-100,"C04, C05, C06",24.4666666666667,"2025-05-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_51",2,2.1301161938658e-08,2.1301161938658,0.000348,0.0241666666666667,0.0106666666666667,0.0101666666666667,0.00366666666666667,6630.33333333333,-5e-04,2.57542901126398e-08,2.57542901126398,0.000424264068711929,0.00164991582276862,0.00235702260395516,0.00164991582276862,0.00188561808316413,2498.91536471326,0.000707106781186548,1.82110331832932e-08,1.82110331832932,3e-04,0.00116666666666667,0.00166666666666667,0.00116666666666667,0.00133333333333333,1767,5e-04,1.20905564620398,1.20905564620398,1.21914962273543,0.0682723788731841,0.220970869120797,0.162286802239536,0.51425947722658,0.376891362633341,-1.4142135623731,85.4931446262717,85.4931446262717,86.2068965517243,4.82758620689656,15.625,11.4754098360656,36.3636363636363,26.6502438288673,-100,"C07, C08",23.95,"2025-05-15",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lima R01 fresh",3,4.28643811780831e-08,4.28643811780831,0.005912,0.0463333333333333,0.0846666666666667,0.085,0.0326666666666667,39405.3333333333,0.000333333333333334,3.68324840578196e-08,3.68324840578196,0.00562247489989951,0.00529150262212918,0.0597522663447449,0.0608632346604527,0.0158219257150744,32846.5241996775,0.00152752523165195,2.12652445857048e-08,2.12652445857048,0.0032461373969689,0.00305505046330389,0.0344979870588287,0.0351394049149637,0.00913479307069648,18963.9495886274,0.000881917103688198,0.859279500730373,0.859279500730373,0.951027554110201,0.114205092563939,0.705735429268641,0.716038054828856,0.484344664747176,0.833555293691484,4.58257569495584,87.5920350362141,87.5920350362141,103.382949932341,12.9496402877698,74.0157480314961,75.6862745098039,53.0612244897959,58.9412600663193,500,"D12, E01, E02",202.866666666667,"2025-05-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lima R02 fresh",3,1.37027677367755e-07,13.7027677367755,0.018776,0.0678888888888889,0.232888888888889,0.236555555555556,0.0785555555555556,NA,0.00366666666666666,5.05953142005078e-08,5.05953142005078,0.00770404984407552,0.00607667062838903,0.0935624172727806,0.0950884578422366,0.0473125932652342,NA,0.00152752523165196,2.92112182733969e-08,2.92112182733969,0.00444793525132729,0.0035083674230771,0.054018286798472,0.0548993467320417,0.0273159384577422,NA,0.000881917103688206,0.369234268378643,0.369234268378643,0.410313690033847,0.0895090599926371,0.40174702073236,0.401970934983621,0.602281951042585,NA,0.416597790450536,40.7548405042471,40.7548405042471,47.3370259906263,9.65630114566285,44.4656488549618,44.4809769844998,68.4582743988684,-Inf,45.4545454545461,"E03, E04, E05",203,"2025-05-15",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6,NA,NA,NA,NA,NA,NA,NA,1899,NA,NA,NA,NA,NA,NA,NA,NA,2926.15841448591,NA,NA,NA,NA,NA,NA,NA,NA,1194.59917034032,NA,NA,NA,NA,NA,NA,NA,NA,1.54089437308368,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,210.338774793751,-Inf,"D07, D08, F03, G01, G05, H11",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
